invoiceId,invoiceAmount,invoicePaidAmount,invoiceBalance,invoiceDiscountRate,invoiceDiscountAmount,invoiceProfit,invoicePaidBy,invoicePaidStatus,invoiceDate
48742,270,270,0,0,8,28.72,Cash,Full Paid,7/8/2019 7:58
48743,1450.08,1450.08,0,5,76.32,122.88,Cash,Full Paid,7/8/2019 8:00
48744,352.13,352.13,0,5,18.53,32.407,Cash,Full Paid,7/8/2019 8:00
48745,40,40,0,0,1.1,2.2,Cash,Full Paid,7/8/2019 8:02
48746,220,220,0,0,8,23.92,Cash,Full Paid,7/8/2019 8:04
48747,291.56,291.56,0,5,15.35,24.855,Cash,Full Paid,7/8/2019 8:07
48748,880,880,0,0,30,50,Cash,Full Paid,7/8/2019 8:14
48749,50,50,0,0,0,5,Cash,Full Paid,7/8/2019 8:19
48750,939.91,939.91,0,5,49.47,84.591,Cash,Full Paid,7/8/2019 8:20
48751,107,107,0,0,0,13.98,Cash,Full Paid,7/8/2019 8:22
48752,700,700,0,5,42.51,54.395,Cash,Full Paid,7/8/2019 8:23
48753,44.67,44.67,0,0,0,6.22,Cash,Full Paid,7/8/2019 8:25
48754,1016.2625,1000,16.26,5,53.4875,93.0625,Cash,Advance,7/8/2019 8:29
48755,245.86,245.86,0,5,12.94,20.76,Cash,Full Paid,7/8/2019 8:30
48756,492.58,492.58,0,5,25.93,40.275,Cash,Full Paid,7/8/2019 8:32
48757,380,380,0,5,21.94,27.123,Cash,Full Paid,7/8/2019 8:36
48758,250,250,0,0,9,24.43,Cash,Full Paid,7/8/2019 8:36
48759,60,60,0,0,3,14.85,Cash,Full Paid,7/8/2019 8:40
48760,38,38,0,0,0,4.84,Cash,Full Paid,7/8/2019 8:41
48761,50,0,50,0,0,5,Credit,Not Paid,7/8/2019 8:44
48762,541.5,541.5,0,5,28.5,46.26,Cash,Full Paid,7/8/2019 8:47
48763,400,400,0,5,22,33,Cash,Full Paid,7/8/2019 8:48
48764,227.39,227.39,0,5,11.97,22.082,Cash,Full Paid,7/8/2019 8:50
48765,140,140,0,0,0,17.52,Cash,Full Paid,7/8/2019 8:52
48766,37.5,37.5,0,0,0,4.89,Cash,Full Paid,7/8/2019 8:53
48767,650,650,0,0,20,14.9,Cash,Full Paid,7/8/2019 9:02
48768,2878.04,2878.04,0,5,151.48,288.224,Cash,Full Paid,7/8/2019 9:03
48769,710,710,0,0,15,43,Cash,Full Paid,7/8/2019 9:06
48770,20,20,0,0,0,4,Cash,Full Paid,7/8/2019 9:07
48771,1536.15,1536.15,0,5,80.85,120.22,Cash,Full Paid,7/8/2019 9:07
48772,349.13,349.13,0,5,18.38,32.325,Cash,Full Paid,7/8/2019 9:09
48773,149,149,0,0,0,22.35,Cash,Full Paid,7/8/2019 9:09
48774,640,640,0,0,5,70.04,Cash,Full Paid,7/8/2019 9:12
48775,598.92,598.92,0,3,18.52,85.8168,Cash,Full Paid,7/8/2019 9:12
48776,70,70,0,0,4.4,11.05,Cash,Full Paid,7/8/2019 9:18
48777,499.7,499.7,0,5,26.3,35.7,Cash,Full Paid,7/8/2019 9:20
48778,340,340,0,0,10,33.93,Cash,Full Paid,7/8/2019 9:21
48779,50,50,0,0,0,5.36,Cash,Full Paid,7/8/2019 9:25
48780,420,420,0,0,10,30.9,Cash,Full Paid,7/8/2019 9:33
48781,520,520,0,0,1.75,39.95,Cash,Full Paid,7/8/2019 9:37
48782,120,120,0,0,7.4,10.85,Cash,Full Paid,7/8/2019 9:39
48783,410,410,0,0,15.3,42,Cash,Full Paid,7/8/2019 9:39
48784,406.7,406.7,0,5,21.41,33.555,Cash,Full Paid,7/8/2019 9:45
48785,44.38,44.38,0,0,0,6.23,Cash,Full Paid,7/8/2019 9:47
48786,220,220,0,0,0.3,31.5,Cash,Full Paid,7/8/2019 9:48
48787,210,210,0,0,13.02,17.7,Cash,Full Paid,7/8/2019 9:49
48788,500,500,0,0,50,25,Cash,Full Paid,7/8/2019 9:49
48789,100,100,0,0,0,10.75,Cash,Full Paid,7/8/2019 9:50
48790,360,360,0,0,6,45,Cash,Full Paid,7/8/2019 9:54
48791,510,510,0,0,23.5,47.1,Cash,Full Paid,7/8/2019 9:58
48792,200,200,0,0,8.42,18.76,Cash,Full Paid,7/8/2019 10:00
48793,260,260,0,0,10,25,Cash,Full Paid,7/8/2019 10:00
48794,200,200,0,0,5.92,20.96,Cash,Full Paid,7/8/2019 10:06
48795,43,43,0,0,1,5,Cash,Full Paid,7/8/2019 10:07
48796,2579.23,0,2579.23,3,79.77,137.87,Credit,Not Paid,7/8/2019 10:08
48797,30,30,0,0,1.5,2.61,Cash,Full Paid,7/8/2019 10:09
48798,170,0,170,0,4.5,20.5,Credit,Not Paid,7/8/2019 10:10
48799,680,680,0,0,9.8,80.15,Cash,Full Paid,7/8/2019 10:15
48800,20,20,0,0,0.7,2,Cash,Full Paid,7/8/2019 10:17
48801,2090.28,0,2090.28,6.5,145.31,117.88665,Credit,Not Paid,7/8/2019 10:18
48802,140,140,0,0,0.96,14.98,Cash,Full Paid,7/8/2019 10:30
48803,483.3,483.3,0,0,0,61.03,Cash,Full Paid,7/8/2019 10:36
48804,250,250,0,0,14.1,20,Cash,Full Paid,7/8/2019 10:52
48805,230,230,0,0,0,29.77,Cash,Full Paid,7/8/2019 11:00
48806,2200,2200,0,0,84.66,220.22,Cash,Full Paid,7/8/2019 11:02
48807,230,230,0,0,7.2,21.2,Cash,Full Paid,7/8/2019 11:07
48808,70,70,0,0,2.26,8.25,Cash,Full Paid,7/8/2019 11:18
48809,220,220,0,0,0,220,Cash,Full Paid,7/8/2019 11:24
48810,15,15,0,0,0.2,2.2,Cash,Full Paid,7/9/2019 8:56
48811,1235.475,1235.475,0,5,65.025,105.655,Cash,Full Paid,7/9/2019 9:05
48812,106.02,106.02,0,5,5.58,8.82,Cash,Full Paid,7/9/2019 9:15
48813,410,410,0,0,5.5,52.1,Cash,Full Paid,7/9/2019 9:21
48814,650,650,0,0,25,37,Cash,Full Paid,7/9/2019 9:35
48815,520,520,0,0,10,38.18,Cash,Full Paid,7/9/2019 10:01
48816,60,60,0,0,0,7,Cash,Full Paid,7/9/2019 10:01
48817,150,150,0,0,0,22.5,Cash,Full Paid,7/9/2019 10:07
48818,50,50,0,0,1.8,5,Cash,Full Paid,7/9/2019 10:14
48819,350,0,350,0,13,34.4,Credit,Not Paid,7/9/2019 10:16
48820,180,180,0,0,0,45,Cash,Full Paid,7/9/2019 10:16
48821,600,0,360,0,16,61.12,Credit,Not Paid,7/9/2019 10:36
48822,390,0,390,0,7.8,50.1,Credit,Not Paid,7/9/2019 10:37
48823,94.4,0,94.4,0,0,14.4,Credit,Not Paid,7/9/2019 10:38
48824,140,140,0,5,12.46,7.437,Cash,Full Paid,7/9/2019 10:45
48825,300,300,0,0,2.2,36.68,Cash,Full Paid,7/9/2019 10:49
48826,1700,1700,0,0,118.25,119.85,Cash,Full Paid,7/9/2019 11:03
48827,110,110,0,0,3.5,11.4,Cash,Full Paid,7/9/2019 11:04
48828,216.79,216.79,0,5,11.41,18.41,Cash,Full Paid,7/9/2019 11:12
48829,200,200,0,0,11.5,19.7,Cash,Full Paid,7/9/2019 11:14
48830,260,260,0,0,10,25,Cash,Full Paid,7/9/2019 12:11
48831,800,800,0,5,43,70.84,Cash,Full Paid,7/9/2019 12:16
48832,80,80,0,0,0.98,9.6,Cash,Full Paid,7/9/2019 12:20
48833,150,150,0,0,0,40,Cash,Full Paid,7/9/2019 12:37
48834,420,420,0,0,0,21.85,Cash,Full Paid,7/9/2019 1:04
48835,18,18,0,0,0,2.34,Cash,Full Paid,7/9/2019 1:04
48836,771.21,0,771.21,5,40.59,70.81,Credit,Not Paid,7/9/2019 1:05
48837,50,50,0,0,0,14,Cash,Full Paid,7/9/2019 1:15
48838,1269.87,0,1269.87,5,66.84,102.315,Credit,Not Paid,7/9/2019 1:15
48839,680,680,0,0,15,33.65,Cash,Full Paid,7/9/2019 4:08
48840,219.45,219.45,0,5,11.55,21.95,Cash,Full Paid,7/9/2019 4:11
48841,360,360,0,0,10,9.24,Cash,Full Paid,7/9/2019 4:20
48842,380,380,0,0,16.4,35.3,Cash,Full Paid,7/9/2019 5:16
48843,2700,2700,0,0,90,189,Cash,Full Paid,7/9/2019 5:17
48844,1200,1200,0,0,50,50,Cash,Full Paid,7/9/2019 5:17
48845,50,50,0,0,0,5,Cash,Full Paid,7/9/2019 5:20
48846,60,60,0,0,0,6,Cash,Full Paid,7/9/2019 5:20
48847,140,140,0,0,0,21,Cash,Full Paid,7/9/2019 5:30
48848,64.6,64.6,0,5,3.4,4.6,Cash,Full Paid,7/9/2019 5:43
48849,520,520,0,5,30,45,Cash,Full Paid,7/9/2019 5:45
48850,100,100,0,0,0,13,Cash,Full Paid,7/9/2019 5:53
48851,356.25,356.25,0,5,18.75,30.3,Cash,Full Paid,7/9/2019 6:03
48852,271.32,271.32,0,5,14.28,23.32,Cash,Full Paid,7/9/2019 6:06
48853,850,850,0,0,2.15,111.25,Cash,Full Paid,7/9/2019 6:28
48854,140,140,0,0,0,16,Cash,Full Paid,7/9/2019 6:28
48855,354.16,354.16,0,5,18.64,30.11,Cash,Full Paid,7/9/2019 6:29
48856,78,78,0,0,0,10,Cash,Full Paid,7/9/2019 6:30
48857,404.61,404.61,0,5,21.3,25.905,Cash,Full Paid,7/9/2019 6:32
48858,10,10,0,0,0,1.4,Cash,Full Paid,7/9/2019 6:34
48859,201.05,0,201.05,0,0,24.88,Credit,Not Paid,7/9/2019 6:40
48860,58.2,58.2,0,0,0,7.6,Cash,Full Paid,7/9/2019 6:52
48861,294.06,294.06,0,3,9.09,30.0555,Cash,Full Paid,7/9/2019 6:53
48862,1259.99,1259.99,0,3,39.51,85.644,Cash,Full Paid,7/9/2019 6:55
48863,120,0,120,0,0,12,Credit,Not Paid,7/9/2019 6:55
48864,606.44,606.44,0,3,18.76,70.024,Cash,Full Paid,7/9/2019 6:56
48865,100,100,0,0,6.1,7.8,Cash,Full Paid,7/9/2019 6:56
48866,532.95,532.95,0,5,28.05,44.95,Cash,Full Paid,7/9/2019 6:58
48867,323.589,323.589,0,5,17.031,28.589,Cash,Full Paid,7/9/2019 7:04
48868,30,30,0,0,0,3.9,Cash,Full Paid,7/9/2019 7:05
48869,3148.06,3148.06,0,5,165.69,274.6025,Cash,Full Paid,7/9/2019 7:13
48870,390,390,0,5,21.8,34.4,Cash,Full Paid,7/9/2019 7:18
48871,4154.25,4154.25,-0.52,5,218.65,354.55,Cash,Full Paid,7/9/2019 8:14
48872,170,170,0,0,6.35,16.8,Cash,Full Paid,7/9/2019 7:25
48873,326.2,326.2,0,0,0,42.8,Cash,Full Paid,7/9/2019 7:26
48874,153.85,153.85,0,5,8.1,47.3525,Cash,Full Paid,7/9/2019 7:27
48875,900,900,0,0,0,72,Cash,Full Paid,7/9/2019 7:28
48876,1222.79,1222.79,0,5,64.36,103.4925,Cash,Full Paid,7/9/2019 7:29
48877,199.64,199.64,0,0,0,27.52,Cash,Full Paid,7/9/2019 7:32
48878,90,90,0,0,0,13.5,Cash,Full Paid,7/9/2019 7:32
48879,627.95,627.95,0,5,33.05,53.95,Cash,Full Paid,7/9/2019 7:33
48880,380,380,0,0,15.14,38.85,Cash,Full Paid,7/9/2019 7:40
48881,70,70,0,0,3.32,6.68,Cash,Full Paid,7/9/2019 7:40
48882,140,140,0,0,5,15,Cash,Full Paid,7/9/2019 7:41
48883,518.94,518.94,0,5,27.31,46.8875,Cash,Full Paid,7/9/2019 7:42
48884,290,290,0,0,7,47,Cash,Full Paid,7/9/2019 7:43
48885,793.06,793.06,0,5,41.74,81.25,Cash,Full Paid,7/9/2019 7:47
48886,100,100,0,0,11.55,3.85,Cash,Full Paid,7/9/2019 7:48
48887,250,250,0,0,5,55,Cash,Full Paid,7/9/2019 7:51
48888,190,190,0,0,0,27.65,Cash,Full Paid,7/9/2019 7:52
48889,50,50,0,0,1.6,5,Cash,Full Paid,7/9/2019 7:54
48890,40,40,0,0,4,2,Cash,Full Paid,7/9/2019 7:56
48891,199.99,199.99,0,5,11.16,16.4187,Cash,Full Paid,7/9/2019 8:01
48892,50,50,0,0,1.55,5.15,Cash,Full Paid,7/9/2019 8:01
48893,190,190,0,5,10,20,Cash,Full Paid,7/9/2019 8:04
48894,180,180,0,0,3,22.75,Cash,Full Paid,7/9/2019 8:06
48895,300,300,0,0,10.8,29.76,Cash,Full Paid,7/9/2019 8:09
48896,190,190,0,0,8,17.88,Cash,Full Paid,7/9/2019 8:12
48897,20,20,0,0,0,9.2,Cash,Full Paid,7/9/2019 8:12
48898,666.748,666.748,0,5,35.092,55.168,Cash,Full Paid,7/9/2019 8:19
48899,50,0,50,0,0,5,Credit,Not Paid,7/9/2019 8:19
48900,619.97,600,19.97,5,32.63,47.07,Cash,Advance,7/9/2019 8:21
48901,680,680,0,0,5,58.88,Cash,Full Paid,7/9/2019 9:50
48902,30,30,0,0,1.5,2.61,Cash,Full Paid,7/9/2019 8:24
48903,200,200,0,0,15.2,13.25,Cash,Full Paid,7/9/2019 8:29
48904,330,330,0,5,17.74,27.863,Cash,Full Paid,7/9/2019 8:29
48905,213.48,213.48,0,5,18.52,11.88,Cash,Full Paid,7/9/2019 8:29
48906,2862.83,0,2862.83,5,150.68,249.425,Credit,Not Paid,7/9/2019 8:33
48907,460,460,0,0,10,46.6,Cash,Full Paid,7/9/2019 8:35
48908,69.67,69.67,0,0,0,9.48,Cash,Full Paid,7/9/2019 8:39
48909,30,30,0,0,0,6.93,Cash,Full Paid,7/9/2019 8:42
48910,67.45,67.45,0,0,0,9.5,Cash,Full Paid,7/9/2019 8:43
48911,50,0,50,0,0,5,Credit,Not Paid,7/9/2019 8:44
48912,160,160,0,0,1,25.5,Cash,Full Paid,7/9/2019 8:46
48913,860,860,0,0,20.6,94,Cash,Full Paid,7/9/2019 8:48
48914,200,200,0,0,10,35,Cash,Full Paid,7/9/2019 8:51
48915,505.97,505.97,0,5,26.63,94.77,Cash,Full Paid,7/9/2019 8:56
48916,270,270,0,0,10,24.4,Cash,Full Paid,7/9/2019 8:56
48917,16,16,0,0,0,2,Cash,Full Paid,7/9/2019 9:03
48918,120,120,0,0,2.1,14.4,Cash,Full Paid,7/9/2019 9:06
48919,1648.41,1648.41,0,3.5,59.79,161.063,Cash,Full Paid,7/9/2019 9:08
48920,100,100,0,0,5,8.8,Cash,Full Paid,7/9/2019 9:08
48921,600,600,0,5,33.51,54.995,Cash,Full Paid,7/9/2019 9:12
48922,20,20,0,0,0,1.92,Cash,Full Paid,7/9/2019 9:13
48923,100,100,0,0,2.69,10.6,Cash,Full Paid,7/9/2019 9:13
48924,100,100,0,0,0,13,Cash,Full Paid,7/9/2019 9:15
48925,100,100,0,5,10,4.5,Cash,Full Paid,7/9/2019 9:18
48926,50.32,50.32,0,0,0,6.8,Cash,Full Paid,7/9/2019 9:18
48927,204.97,204.97,0,5,10.79,18.592,Cash,Full Paid,7/9/2019 9:21
48928,435.1,435.1,0,5,22.9,37.6,Cash,Full Paid,7/9/2019 9:22
48929,563.4,563.4,0,5,29.65,51.2975,Cash,Full Paid,7/9/2019 9:24
48930,50,50,0,0,1.44,4.25,Cash,Full Paid,7/9/2019 9:27
48931,640,640,0,5,35.4,53,Cash,Full Paid,7/9/2019 9:29
48932,60,60,0,0,0,13.86,Cash,Full Paid,7/9/2019 9:30
48933,60,60,0,0,0,13.86,Cash,Full Paid,7/9/2019 9:31
48934,80,80,0,0,0,12,Cash,Full Paid,7/9/2019 9:39
48935,340,340,0,5,19.58,28.001,Cash,Full Paid,7/9/2019 9:49
48936,737.01,737.01,0,5,38.79,76.04,Cash,Full Paid,7/9/2019 9:53
48937,684.57,684.57,0,5,36.03,58.17,Cash,Full Paid,7/9/2019 9:54
48938,339.43,339.43,0,5,17.86,30.4874,Cash,Full Paid,7/9/2019 9:58
48939,710,710,0,0,15,43,Cash,Full Paid,7/9/2019 10:04
48940,434.51,434.51,0,5,22.87,40.071,Cash,Full Paid,7/9/2019 10:05
48941,30,30,0,0,0,3.93,Cash,Full Paid,7/9/2019 10:07
48942,881.1,0,881.1,0,0,123.8,Credit,Not Paid,7/9/2019 10:08
48943,180,180,0,0,10,18,Cash,Full Paid,7/9/2019 10:20
48944,1220,1220,0,0,43.75,148.05,Cash,Full Paid,7/9/2019 10:37
48945,176.7,176.7,0,7,13.3,14.31,Cash,Full Paid,7/9/2019 10:40
48946,1527.41,1527.41,0,5,80.39,103.93,Cash,Full Paid,7/9/2019 10:59
48947,200,200,0,0,5,30,Cash,Full Paid,7/9/2019 11:03
48948,860,860,0,0,25,62.7,Cash,Full Paid,7/17/2019 12:47
48949,45.17,45.17,0,0,0,6.38,Cash,Full Paid,7/10/2019 9:01
48950,837.9,837.9,0,5,44.1,64.26,Cash,Full Paid,7/10/2019 9:10
48951,40,40,0,0,2,3.67,Cash,Full Paid,7/10/2019 9:18
48952,25,25,0,0,0,3.26,Cash,Full Paid,7/10/2019 9:19
48953,40,40,0,0,4,1.74,Cash,Full Paid,7/10/2019 9:19
48954,7000,7000,0,5,375,585,Cash,Full Paid,7/10/2019 9:59
48955,2730,2730,0,3.5,105.01,193.995,Cash,Full Paid,7/10/2019 10:02
48956,1160,1160,0,3.5,47.5,109.9975,Cash,Full Paid,7/10/2019 10:14
48957,9.75,9.75,0,0,0,3.38,Cash,Full Paid,7/10/2019 10:17
48958,48,48,0,0,0,7.2,Cash,Full Paid,7/10/2019 10:20
48959,60,60,0,0,3,5.22,Cash,Full Paid,7/10/2019 10:37
48960,110,110,0,0,0.96,14.58,Cash,Full Paid,7/10/2019 10:38
48961,96,96,0,0,0,12,Cash,Full Paid,7/10/2019 10:52
48962,2200,2200,0,0,81.08,209.5,Cash,Full Paid,7/10/2019 10:54
48963,610,610,0,0,9.44,68.08,Cash,Full Paid,7/10/2019 10:57
48964,3279.73,3279.73,0,5,172.62,300.9325,Cash,Full Paid,7/10/2019 11:03
48965,10,10,0,0,0,1.5,Cash,Full Paid,7/10/2019 11:04
48966,48,48,0,0,0,4,Cash,Full Paid,7/10/2019 11:08
48967,760,0,760,3,26,94.7,Credit,Not Paid,7/10/2019 11:13
48968,28.57,28.57,0,0,0,3.89,Cash,Full Paid,7/10/2019 11:13
48969,1115,1115,0,0,35,79,Cash,Full Paid,7/10/2019 11:17
48970,249,249,0,5,13.11,20.515,Cash,Full Paid,7/10/2019 11:43
48971,800,800,0,0,50,50,Cash,Full Paid,7/10/2019 11:44
48972,100,100,0,0,0,11,Cash,Full Paid,7/10/2019 11:50
48973,90,90,0,0,0,15,Cash,Full Paid,7/10/2019 11:52
48974,70,0,70,0,0,11,Credit,Not Paid,7/10/2019 12:45
48975,78,78,0,0,0,10,Cash,Full Paid,7/10/2019 12:52
48976,300,300,0,0,20,22,Cash,Full Paid,7/10/2019 12:57
48977,120,120,0,0,7.3,8.5,Cash,Full Paid,7/10/2019 1:05
48978,400,400,0,5,24.4,26.7,Cash,Full Paid,7/11/2019 1:28
48979,60,60,0,0,0,6,Cash,Full Paid,7/10/2019 1:20
48980,90.67,90.67,0,0,0,15.92,Cash,Full Paid,7/10/2019 1:23
48981,1910,0,1910,5,101.6,160.6,Credit,Not Paid,7/10/2019 4:21
48982,60,60,0,0,9.1,-0.2,Cash,Full Paid,7/10/2019 4:26
48983,750,750,0,5,59.51,53.395,Cash,Full Paid,7/10/2019 4:31
48984,60,60,0,0,0.2,8.2,Cash,Full Paid,7/10/2019 4:31
48985,4270.44,0,4270.44,5,224.76,432.84,Credit,Not Paid,7/10/2019 4:41
48986,31.87,31.87,0,0,0,4.4,Cash,Full Paid,7/10/2019 4:49
48987,674.69,674.69,0,5,35.51,66.03,Cash,Full Paid,7/10/2019 4:58
48988,99.7,99.7,0,0,0,12.98,Cash,Full Paid,7/10/2019 5:15
48989,256.5,256.5,0,5,13.5,34.5,Cash,Full Paid,7/10/2019 5:19
48990,305.28,305.28,0,5,16.07,25.7825,Cash,Full Paid,7/10/2019 5:22
48991,38,38,0,0,0,4.84,Cash,Full Paid,7/10/2019 5:30
48992,140,140,0,0,0,18.6,Cash,Full Paid,7/10/2019 5:44
48993,390,390,0,0,14,53.76,Cash,Full Paid,7/10/2019 5:54
48994,60,60,0,0,0.3,7.2,Cash,Full Paid,7/10/2019 5:57
48995,95,95,0,0,0,19.59,Cash,Full Paid,7/10/2019 5:59
48996,280,280,0,5,15,23.48,Cash,Full Paid,7/10/2019 6:25
48997,270,270,0,0,10,25.74,Cash,Full Paid,7/10/2019 6:25
48998,450,450,0,0,10,50,Cash,Full Paid,7/10/2019 6:27
48999,169.9,169.9,0,0,0,29.9,Cash,Full Paid,7/10/2019 6:45
49000,3165,0,3165,0,0,241.54,Credit,Not Paid,7/10/2019 6:45
49001,60,60,0,0,5,7,Cash,Full Paid,7/10/2019 6:46
49002,299.25,299.25,0,5,15.75,24.85,Cash,Full Paid,7/10/2019 6:47
49003,1224.42,1224.42,0,5,64.44,104.437,Cash,Full Paid,7/10/2019 6:48
49004,170,170,0,0,0,25.2,Cash,Full Paid,7/10/2019 6:55
49005,1184.46,1184.46,0,5,62.34,106.06,Cash,Full Paid,7/10/2019 6:58
49006,660,660,0,5,40,91,Cash,Full Paid,7/16/2019 11:57
49007,279.36,279.36,0,4,11.64,31.82,Cash,Full Paid,7/10/2019 7:01
49008,60,60,0,0,0,9,Cash,Full Paid,7/10/2019 7:04
49009,1910,1910,0,3.5,71.5,186.6075,Cash,Full Paid,7/10/2019 7:08
49010,90,90,0,0,0,17.2,Cash,Full Paid,7/10/2019 7:29
49011,1140,1140,0,5,60,96.5,Cash,Full Paid,7/10/2019 7:35
49012,669.14,669.14,0,5,35.22,54.122,Cash,Full Paid,7/10/2019 7:39
49013,70,70,0,0,0,8.6,Cash,Full Paid,7/10/2019 7:41
49014,580,580,0,5,31.11,48.545,Cash,Full Paid,7/10/2019 7:42
49015,2025.76,2025.76,0,5,106.62,197.551,Cash,Full Paid,7/10/2019 7:42
49016,28.3,28.3,0,0,0,3.7,Cash,Full Paid,7/10/2019 7:43
49017,240,240,0,0,0,33,Cash,Full Paid,7/10/2019 7:46
49018,361.54,361.54,0,3,11.18,41.3784,Cash,Full Paid,7/10/2019 7:49
49019,560,560,0,0,11.76,65.56,Cash,Full Paid,7/10/2019 7:49
49020,13500,0,13500,0,1150,799.32,Credit,Not Paid,7/10/2019 7:51
49021,1003.77,1003.77,0,5,52.83,98.32,Cash,Full Paid,7/10/2019 7:57
49022,390,390,0,0,5,50,Cash,Full Paid,7/10/2019 7:58
49023,180,180,0,0,0,27,Cash,Full Paid,7/10/2019 8:00
49024,379.05,379.05,0,5,19.95,35.77,Cash,Full Paid,7/10/2019 8:04
49025,123.95,123.95,0,5,6.52,10.4965,Cash,Full Paid,7/10/2019 8:07
49026,147.82,147.82,0,5,7.78,9.55,Cash,Full Paid,7/10/2019 8:18
49027,140,140,0,0,0,17,Cash,Full Paid,7/10/2019 8:19
49028,3,3,0,0,0,1.89,Cash,Full Paid,7/10/2019 8:21
49029,780,780,0,0,19.8,86.4,Cash,Full Paid,7/10/2019 8:30
49030,31.24,31.24,0,5,1.64,0.996,Cash,Full Paid,7/10/2019 8:33
49031,30,30,0,0,0,9.45,Cash,Full Paid,7/10/2019 8:34
49032,50,0,50,0,1,50,Credit,Not Paid,7/10/2019 8:35
49033,1090,1090,0,0,40,63.25,Cash,Full Paid,7/10/2019 8:42
49034,500,500,0,0,20,48,Cash,Full Paid,7/10/2019 8:45
49035,500,500,0,0,17.7,48.49,Cash,Full Paid,7/10/2019 8:48
49036,90.34,90.34,0,0,0,12.76,Cash,Full Paid,7/10/2019 8:51
49037,81.88,81.88,0,0,0,15.44,Cash,Full Paid,7/10/2019 8:52
49038,50,50,0,5,7.31,1.995,Cash,Full Paid,7/10/2019 8:53
49039,281.06,281.06,0,3,8.69,31.0075,Cash,Full Paid,7/10/2019 8:55
49040,55,55,0,0,0,15,Cash,Full Paid,7/10/2019 8:56
49041,18.74,18.74,0,0,0,2.78,Cash,Full Paid,7/10/2019 8:57
49042,250,250,0,0,5,26.3,Cash,Full Paid,7/10/2019 8:59
49043,50,50,0,0,0,4.8,Cash,Full Paid,7/10/2019 8:59
49044,358.67,358.67,0,5,18.88,30.3925,Cash,Full Paid,7/10/2019 9:03
49045,297.07,297.07,0,5,15.635,25.615,Cash,Full Paid,7/10/2019 9:03
49046,590,590,0,0,10,50,Cash,Full Paid,7/10/2019 9:05
49047,390,390,0,0,6,34.8,Cash,Full Paid,7/10/2019 9:06
49048,148.2,148.2,0,5,7.8,17.8,Cash,Full Paid,7/10/2019 9:07
49049,1100,1100,0,3.5,40,72.95,Cash,Full Paid,7/10/2019 9:11
49050,419.04,419.04,0,3,12.96,46.56,Cash,Full Paid,7/10/2019 9:12
49051,974.32,974.32,0,5,51.28,82.72,Cash,Full Paid,7/10/2019 9:12
49052,70,70,0,0,0,10.5,Cash,Full Paid,7/10/2019 9:13
49053,461.13,461.13,0,5,24.27,39.13,Cash,Full Paid,7/10/2019 9:14
49054,550.05,550.05,0,3.5,19.95,57.05,Cash,Full Paid,7/10/2019 9:15
49055,429.4,429.4,0,5,22.6,32.6,Cash,Full Paid,7/10/2019 9:18
49056,433.06,433.06,0,5,22.79,35.1075,Cash,Full Paid,7/10/2019 9:20
49057,997.73,997.73,0,5,52.51,90.888,Cash,Full Paid,7/10/2019 9:21
49058,209,209,0,5,11,19,Cash,Full Paid,7/10/2019 9:21
49059,169.17,169.17,0,3,5.23,40.718,Cash,Full Paid,7/10/2019 9:26
49060,355.97,355.97,0,5,18.74,35.615,Cash,Full Paid,7/10/2019 9:31
49061,508.82,508.82,0,5,26.78,44.82,Cash,Full Paid,7/10/2019 9:36
49062,240.17,240.17,0,3.5,8.71,24.2892,Cash,Full Paid,7/10/2019 9:37
49063,76,76,0,5,4,6.8,Cash,Full Paid,7/10/2019 9:38
49064,80,80,0,0,4,7.2,Cash,Full Paid,7/10/2019 9:40
49065,433.58,433.58,0,5,22.82,36.82,Cash,Full Paid,7/10/2019 9:43
49066,40,40,0,0,0,7.8,Cash,Full Paid,7/10/2019 9:48
49067,370,370,0,0,3.14,45.64,Cash,Full Paid,7/10/2019 9:52
49068,280,0,280,0,7.1,31.1,Credit,Not Paid,7/10/2019 9:55
49069,20,20,0,0,0,8,Cash,Full Paid,7/10/2019 9:56
49070,280,280,0,0,5.44,31.36,Cash,Full Paid,7/10/2019 9:57
49071,200,200,0,0,10,20.55,Cash,Full Paid,7/10/2019 9:59
49072,170.84,170.84,0,0,0,23.82,Cash,Full Paid,7/10/2019 10:02
49073,150,150,0,0,0.57,19.53,Cash,Full Paid,7/10/2019 10:02
49074,71.92,71.92,0,5,3.79,6.115,Cash,Full Paid,7/10/2019 10:03
49075,103.61,103.61,0,0,0,14.54,Cash,Full Paid,7/10/2019 10:08
49076,160,160,0,0,4,17.5,Cash,Full Paid,7/10/2019 10:14
49077,350,350,0,0,12.94,31.23,Cash,Full Paid,7/10/2019 10:16
49078,1995.56,0,1995.56,0,0,230.02,Credit,Not Paid,7/10/2019 10:18
49079,491.82,491.82,0,3,15.21,50.4091,Cash,Full Paid,7/10/2019 10:24
49080,500,500,0,0,12.5,50.5,Cash,Full Paid,7/10/2019 10:25
49081,500,500,0,0,0,65,Cash,Full Paid,7/10/2019 10:32
49082,90.12,90.12,0,0,0,11.66,Cash,Full Paid,7/10/2019 10:33
49083,368,368,0,3,11.38,37.8486,Cash,Full Paid,7/10/2019 10:33
49084,130,0,130,0,0,22,Credit,Not Paid,7/10/2019 10:47
49085,1277.53,1277.53,0,5,67.24,109.1315,Cash,Full Paid,7/10/2019 10:48
